review_text,actual_label,rating_if_available,predicted_label,prediction_confidence,error_type,flag_very_short,flag_mixed_sentiment,flag_negation,flag_slang,flag_repeated_characters,flag_emoji_heavy
Gini yah wir lau klo modelan mitra gini kalo promo yah abang ojol nya jan dipotong nya pendapatan nya Customer yg repot mesen 30 menit gk dapet akhir nya gk pake promo taeee Buat apa ada promo kalo berat sebelah pantes goto turun mulu sama sebagian aset nya dijual DOA ORANG2 TERSAKITI DIJABAH OLEH Allah swt,neutral,3,negative,0.6556323101836301,neutral predicted negative,False,False,True,True,True,False
Mau tanya ini kok saya mau bayar pake gopay sidik jari sama pin sudah benar tapi kok tetep ga masuk yah,positive,5,negative,0.45551813252063483,positive predicted negative,False,True,True,False,False,False
Nyesel kenapa baru sekarang downdload gojek,positive,5,negative,0.5186115131398268,positive predicted negative,False,False,False,False,False,False
Driver go car distasiun rangkas bitung tidak mau ngambil ordeesdm yang tidak ptofesionallebih baik kalian evaluasi,neutral,3,negative,0.6567344408219281,neutral predicted negative,False,False,True,False,False,False
Padahal lg butuh bgt  Tp dr pagi g bsa sign up,neutral,3,negative,0.40990110738173374,neutral predicted negative,False,True,False,True,False,False
Proses Upgrade nyako lama ya,positive,4,negative,0.45669816385975887,positive predicted negative,False,False,False,False,False,False
Gojek skrg susah banget buat Daftarnya orang perlunya cepet malah jadi telat,negative,1,neutral,0.4090391624720162,negative predicted neutral,False,False,False,False,False,False
Anjeng,negative,1,positive,0.6336164148383829,negative predicted positive,True,False,False,False,False,False
Mudahtetapi untuk rubah alamat kirim setelah isi saldo ada pengurangan saldo apakah karena finalty pembtalan,positive,5,negative,0.6540138475751678,positive predicted negative,False,False,False,False,False,False
Empat dlu aj,positive,4,negative,0.4427443971523002,positive predicted negative,False,False,False,False,False,False
Aplikasi gojek saya kok gk bisa dibukak mohon dijelaskan ada mslh ap ya,positive,5,neutral,0.42824031464444584,positive predicted neutral,False,False,True,True,False,False
Lebih,positive,5,neutral,0.44146164121644954,positive predicted neutral,True,False,False,False,False,False
Saya akan Reting kembali ini aplikasi memang bagus tapi kekurangannya tidak ada fitur mengetahui makanan nya halal atau tidak,positive,4,neutral,0.4927529436983809,positive predicted neutral,False,True,True,False,False,False
Ini knp yaah mau pesen gojek kluar sendirigak seperti biasax gampang mesen,positive,4,negative,0.5347333312929717,positive predicted negative,False,False,False,False,False,False
Kadang notifikasi chat dari driver suka lamban munculnya gimana tuh,positive,4,neutral,0.3680135508614109,positive predicted neutral,False,False,False,False,False,False
Kenapa ya gojek kok belakangan kurang begitu baguscari gocar dan go kek sangat sulit apalagi waktu hujan,positive,5,neutral,0.3568461004618121,positive predicted neutral,False,False,False,False,False,False
Baik bngty,neutral,3,positive,0.917169440761512,neutral predicted positive,True,False,False,False,False,False
Paylater yg sekarang payah Dkasih 85jt tpi hnya bisa sekali saja Harus top up gopay dulu,negative,1,neutral,0.5803861352287305,negative predicted neutral,False,False,False,False,False,False
Gojek nih aplikasi sial Banyak banget ganguannya,negative,1,positive,0.5126861493038553,negative predicted positive,False,False,False,False,False,False
Titik untuk alamat rumah lari Alamat rumah dimana titik dibuat dimana  Jadinya malas pake appnya,negative,1,positive,0.48941564060675996,negative predicted positive,False,False,False,False,False,False
n,negative,1,positive,0.6336164148383829,negative predicted positive,True,False,False,False,False,False
Tidak dapat menentukan secara tepat titik penjemputan,negative,1,neutral,0.6935268413574303,negative predicted neutral,False,False,True,False,False,False
Turun bintang satu lg Skrg nyaman di sebelah,neutral,3,positive,0.4340976481025059,neutral predicted positive,False,False,False,False,False,False
Update trs mana gak ada bedanya,positive,4,negative,0.7664176249741471,positive predicted negative,False,False,True,False,False,False
Masih suka ngelag sama ngebug dan keluar apliaksi sendiri,positive,4,negative,0.5408866325069477,positive predicted negative,False,False,False,False,False,False
Saya mau nya voucher go ride bukan go food,positive,5,negative,0.4661911671837695,positive predicted negative,False,False,True,False,False,False
oy ngak bisa dibukak,negative,2,positive,0.47150770934816105,negative predicted positive,False,False,False,False,False,False
Aku lg orderabang gojegnya udah otw tiba2 tiap klik aplikasinya mau mantau pesenan aku udah dmneh tiba2 muncul update terbaru ini gmn ya kasian babang nya udah otw nganter makanan,neutral,3,negative,0.568744086752391,neutral predicted negative,False,False,False,False,False,False
Kenapa saya tidak bisa menggunakan gopaylater  Sudah bisa,positive,5,neutral,0.4653387235241573,positive predicted neutral,False,False,True,False,False,False
Menyusahkan,negative,1,positive,0.5521225195516802,negative predicted positive,True,False,False,False,False,False
Ini gimana kok ga bisa didownload stuck di 99 terus,positive,5,negative,0.7114675297756164,positive predicted negative,False,False,True,False,False,False
makin lama promo buat gojek makin dikit padahal dulu banyakk,neutral,3,negative,0.726274136256709,neutral predicted negative,False,True,False,False,False,False
Sy beri bintang 4 dl karna setiap hujan masih kesulitan mencari drivernya go ride padahal sangat dibutuhkan bahkan kadang ditunggu sampai 2 jam lebih masih belum jg dapat  Untuk sikap ato attitude driver Alhamdulillah kebanyakan bertemu dg yg baik2,positive,4,negative,0.4245039882558988,positive predicted negative,False,True,True,False,False,False
Susah banget cari gocar di purwakarta woy apa masih sedikit ya,positive,4,negative,0.5370643052295134,positive predicted negative,False,False,False,False,False,False
Bagus bangetcm pernah salah pesen makanan tpi gabisa dibatalin,positive,4,negative,0.46144145383056984,positive predicted negative,False,False,False,False,False,False
Aplikasi ny mah ok ok aja tapi kurang suka sama Driver ny setelah Sampai tujuan bukanya pergi malah nongkrong dulu depan rumah ngerokok kan ngg enak bngtt dilihatnya mana sambil duduk diatas motor angkat kaki lagiii udh mah badannya bauuu pas naik motornya juga plat no ny beda yg di aplikasi tolong ditingkatkan lagi untuk kebersihan driver,neutral,3,negative,0.5604216853237051,neutral predicted negative,False,True,False,True,True,False
Driver nya baikharga masuk akal,positive,5,negative,0.7025714462316411,positive predicted negative,False,False,False,False,False,False
Gopay pinjm dan gopay later tau tau d blokirpdhl tdk pernh telat bayar,negative,2,neutral,0.495968164462545,negative predicted neutral,False,False,True,True,False,False
kadang error kadang ngga,positive,5,neutral,0.4626159758982093,positive predicted neutral,False,False,True,True,False,False
Rian celll 1 Ferna kuota 12k 2bapa memet 25k80 3t dian front vcr 23k 4t atin pulsa 23k 5t sulis vcr 13k 6t reni vcr 20k 7ibu vcr 12WaA,negative,1,positive,0.5261597265830292,negative predicted positive,False,False,False,False,True,False
Tolong kembalikan gotix,negative,1,neutral,0.6020480464798871,negative predicted neutral,False,False,False,False,False,False
Makin lama pengiriman makin lambat dan ongkir makin mahalgak sesuai dengan layanan,negative,1,neutral,0.46791937004206746,negative predicted neutral,False,False,False,False,False,False
Maaf saya mau tanya gopaylater saya kenapa diblokir dan apakah blokir permanen Apakah tagihan saya masih bisa dibayar jika gopaylater nya diblokir Minta tolong gimana caranya bisa tidak diblokir lagi Terimakasih,neutral,3,negative,0.6455214001314612,neutral predicted negative,False,False,True,False,False,False
Gofoodnya sih oke  tpi go car nya mematikan harga guide di bali,negative,1,positive,0.4710542267692038,negative predicted positive,False,False,False,False,False,False
Semoga terus memberikan yg terbaik utk pelayanannya,neutral,3,positive,0.8153157097251535,neutral predicted positive,False,False,False,False,False,False
Sering tidak sesuai titik,negative,1,neutral,0.7135012110626842,negative predicted neutral,False,False,True,False,False,False
Semakin kesini bukannya lebih baik tapi semakin tidak sopan,negative,1,positive,0.4202306904019555,negative predicted positive,False,True,True,False,False,False
Kenapa gotix nya gak ada pdahal itu favoritku hmm,negative,1,neutral,0.49658359301866795,negative predicted neutral,False,False,True,False,False,False
sekedar saransptnya bnyk ojol yg suka kena orderan fiktif baiknya orderan di atas 200rb di bikin sistem auto gopay or ovo or pembayaran lwt credit cardjika service ojol ke costumer hrs baikminimal lindungi jg para drivernya kasihan,positive,5,negative,0.5961370461186738,positive predicted negative,False,False,False,False,False,False
Kalo gerimis saja tukang ojeg nya pada malas Menyebalkan,negative,1,positive,0.33607856111116546,negative predicted positive,False,False,False,False,False,False
Tolong diperbaiki diskonnya,neutral,3,positive,0.5098847520654441,neutral predicted positive,False,False,False,False,False,False
Gak ada penyelesaian ketika ada kekeliruan dalam pemesanan Auto delete gojek,negative,1,positive,0.4410732039830212,negative predicted positive,False,False,True,False,False,False
sorry tapi waktu untuk dapat driver cukup lama,neutral,3,negative,0.5514706360596355,neutral predicted negative,False,True,False,False,False,False
Sekarang gfood pelittt promo harus pake bank yg gajelaasss kalo mau promo atau pake paylater kan aneh masa mau makan suruh ngehutang justru pake gopay gada promonya cuma sedikit ga kayak duluuuuu kecewaaa berattttt,negative,1,neutral,0.6113404345121867,negative predicted neutral,False,False,True,False,True,False
Driver nya mumpuni,positive,5,negative,0.560075775803589,positive predicted negative,False,False,False,False,False,False
Semakin kesini kenapa makin jelek ya Pesan go car goride suka lama Mencari driver sering di kasih yang jauh dari lokasi jemputan padahal yg dekat lokasi jemputan ada Tolong di perbaiki ya pak Bagusan gojek yg dl deh,positive,4,negative,0.662890970862511,positive predicted negative,False,True,False,False,False,False
Driver santun,positive,5,negative,0.4324717890958058,positive predicted negative,True,False,False,False,False,False
Semakin kedepan aplikasinya g smakin bagus malah seribg gangguantukan IT nya beda g kaya pas awal2 gojek hadir,negative,1,positive,0.46725841188258493,negative predicted positive,False,False,False,False,False,False
Tapi kalo di atas jam 615 rasanya susah cari driver,positive,5,negative,0.6601890697813734,positive predicted negative,False,True,False,False,False,False
Jangan pernah pesan makana pake gojek saya sangat menyarankan dikarenakan jika kalian pesan makanan andai kata minta refund alias kesalahan resto pihak gojek tidak akan memberikan ganti atau prosesnya tim terkaitnya sangat lama dan tak adil pengalaman saya seperti itu lebih baik pake si orend atau saingan si gojek lebih cepat refund lebih aman dan murah,negative,1,neutral,0.3813200032946273,negative predicted neutral,False,False,True,False,False,False
Ingin uninstal tp masih punya cicilan,negative,1,positive,0.5136110851975707,negative predicted positive,False,True,False,True,False,False
gojek terlalu bnyak aplikasi include internal kadang lemot chat driver aplikasi bisa di baca pelanggan 15 20 mnit setelah driver kirim pesa,positive,5,negative,0.586515084744973,positive predicted negative,False,False,False,False,False,False
aplikasi sering ngelag,positive,5,negative,0.568090059134739,positive predicted negative,False,False,False,False,False,False
PELIT VOUCHER,negative,1,neutral,0.45299099695951783,negative predicted neutral,True,False,False,False,False,False
Sy kasih bintang 1  Harusnya juga gojek ride punya gojek hemat setara harga maxim seperti kompetitor hijau sebelah biar orderan kalian makin lancar untuk goride dan gocarnya,negative,1,positive,0.47258330122143405,negative predicted positive,False,False,False,False,False,False
Sy kecewa dgn Gofood  pada saat ingin batalkan pesenan wkt yg diberikan sangat sedikit  sehingga sy order makanan kemahalan,negative,1,neutral,0.5464671565843975,negative predicted neutral,False,False,False,False,False,False
Knapa aplikasi gojek gk bsa dibuka,negative,1,neutral,0.37204683677875405,negative predicted neutral,False,False,True,True,False,False
Sering 2 ada promoatau potongan,positive,5,negative,0.42543548423267546,positive predicted negative,False,False,False,False,False,False
Kenapa ko susah dibukatadiy lancarlancar aja,negative,1,neutral,0.5692373415915,negative predicted neutral,False,False,False,False,False,False
Saya pesan gofood reguler bukan hemat Tapi saya dapat driver nya lama banget 1 jam baru dapat driver Pas makanan datang sudah dalam keadaan dingin dan mie nya sudah lembek besar2 seperti cacing Lebih baik sekarang kalo pesan makanan di grab atau shopee saja yg cepet dapat drivernya Gojek semakin lama semakin merugikan pembeli,negative,1,neutral,0.5618571125339977,negative predicted neutral,False,True,True,False,False,False
Saat ada masalah laporan sama sekali tidak membantu,neutral,3,negative,0.5734234329199671,neutral predicted negative,False,False,True,False,False,False
Mohon maaf kenapa semakin hari order go food  semakin lamanunggu dapat driver padahal resto sudah konfirmasi orderan begitu saya order mohon tingkatkan pelayanan dong  jangan kalah dengan aplikasi sebelah kalau untuk layanan selain go food gojek dapat diandalkantapi saat saat ini untuk layanan go food maaf penilaian semakin jeleklama mendapatkan driver,neutral,3,negative,0.6433219779557121,neutral predicted negative,False,True,True,False,False,False
5tc,negative,2,positive,0.6336164148383829,negative predicted positive,True,False,False,False,False,False
Aplikasinya bagus dan sebenernya nyaman banget pake aplikasi ini Cuma di daerahku gabisa semuanya terjangkau pakai gojek jadi susah kalau mau ke daerah yang ga terjangkau titiknya gojek ini,positive,5,negative,0.40864032606717765,positive predicted negative,False,False,True,False,False,False
Makin susah untuk komunikasi klarifikasi gndala kami perlu kmu mintpi knapa susah bngettt,negative,2,neutral,0.5653219712997284,negative predicted neutral,False,False,False,False,True,False
Idiot banget tagihan gopay later udah bener tgl 1 malah di pindahin jd tgl 2 idiotgoblokkk,neutral,3,negative,0.6621359381530089,neutral predicted negative,False,False,False,False,True,False
Tolong tampil kan promo diskon ku hilang,negative,1,positive,0.4640352488696684,negative predicted positive,False,False,False,False,False,False
Susah dapet drivernya Gg membantu banget,negative,1,positive,0.4180397595321445,negative predicted positive,False,False,False,False,False,False
GOSEN Tidak ada pilihan berat 1kg2kg Kan beli barang tidak semua berat max 5kg Mohon di perbaiki,negative,1,neutral,0.6437755671440588,negative predicted neutral,False,False,True,False,False,False
Pertama kali pkai gojek sangat sangat mengecewakansupirnya dari awal tak ramah Walaupun konsumen salah atau bagaimana ga perlu ngomong ngegas Ga sopan,negative,1,neutral,0.46494867620600283,negative predicted neutral,False,True,True,False,False,False
Sering error  masih force close terus  udah pesan food  keluar aplikasi baru bisa dilihat pesananya kl yg ga tau pasti dobel order kl bgt,neutral,3,negative,0.8146446021888936,neutral predicted negative,False,False,True,False,False,False
KETERANGAN REFUND UDAH DI PROSES KAGA ADA SALDO MASUK SALDO 2JT ANGUS GAK ADA INFO DARI PIHAK GOJEKKKKK DI MANA KALO REFUND SALDO KEPOTONG LAH INI SALDO TIBA KEPOTONG SALDO 2JT BELUM KEMBALI DARI KEMARIN,positive,5,negative,0.8755333085870138,positive predicted negative,False,False,True,False,True,False
Kenapa menu help tidak ada di aplikasi saya ya,neutral,3,negative,0.557384416010957,neutral predicted negative,False,False,True,False,False,False
Untuk pelanggan yg memakai aplikasi ini Jangan asal ngasih bintang dikarnakan kalian gk tau kodisi abang ojol dilapangan gimna Entah dia blm makan Entah dia mikirin keluarga nya dirumah,positive,5,negative,0.5591183532417706,positive predicted negative,False,False,True,True,False,False
Dua bintang aja dulu coz tidak bisa gopaylater,negative,2,neutral,0.5337126239295731,negative predicted neutral,False,False,True,False,False,False
Lamaaa tod,negative,1,positive,0.45497586658998673,negative predicted positive,True,False,False,False,True,False
Di Kabupaten Nganjuk kapan Hadir GojekGofood Grab Sudah ada Loh di kabupaten Nganjuk Kami tunggu kehadirannya di Kabupaten NganjukJawa Timur Terimakasih,positive,5,negative,0.3775926811467119,positive predicted negative,False,False,False,False,False,False
